;alpha_KS_Matrix7-3sub;
Wavenumbers [1/cm];Absorbance;
3180,0120;-0,01209625;
3179,7709;-0,01213335;
3179,5298;-0,01213797;
3179,2886;-0,01213412;
3179,0475;-0,01211637;
3178,8064;-0,01208038;
3178,5653;-0,01207508;
3178,3242;-0,01210068;
3178,0831;-0,0121065;
3177,8420;-0,01208227;
3177,6009;-0,01204851;
3177,3598;-0,01204466;
3177,1186;-0,0120838;
3176,8775;-0,0121101;
3176,6364;-0,01209457;
3176,3953;-0,01206814;
3176,1542;-0,01206053;
3175,9131;-0,01206862;
3175,6720;-0,01206104;
3175,4309;-0,01203545;
3175,1898;-0,01201421;
3174,9487;-0,01199322;
3174,7075;-0,0119681;
3174,4664;-0,01196158;
3174,2253;-0,01199036;
3173,9842;-0,01202464;
3173,7431;-0,01203426;
3173,5020;-0,01202901;
3173,2609;-0,0120128;
3173,0198;-0,01198758;
3172,7787;-0,01196089;
3172,5375;-0,01193624;
3172,2964;-0,01193044;
3172,0553;-0,01194877;
3171,8142;-0,01198001;
3171,5731;-0,01200792;
3171,3320;-0,01200721;
3171,0909;-0,01197721;
3170,8498;-0,01193865;
3170,6087;-0,01190301;
3170,3675;-0,01188168;
3170,1264;-0,01186774;
3169,8853;-0,01184895;
3169,6442;-0,01184425;
3169,4031;-0,01185033;
3169,1620;-0,01184875;
3168,9209;-0,01185331;
3168,6798;-0,01186561;
3168,4387;-0,01187021;
3168,1975;-0,01186214;
3167,9564;-0,01185146;
3167,7153;-0,01185996;
3167,4742;-0,01187819;
3167,2331;-0,01187914;
3166,9920;-0,01186886;
3166,7509;-0,0118725;
3166,5098;-0,01189974;
3166,2687;-0,01192193;
3166,0275;-0,01189988;
3165,7864;-0,01184861;
3165,5453;-0,01182198;
3165,3042;-0,01183062;
3165,0631;-0,01183656;
3164,8220;-0,0118114;
3164,5809;-0,01177536;
3164,3398;-0,01177115;
3164,0987;-0,01179347;
3163,8575;-0,01181304;
3163,6164;-0,01182818;
3163,3753;-0,01183316;
3163,1342;-0,01181919;
3162,8931;-0,01180212;
3162,6520;-0,01179063;
3162,4109;-0,01176457;
3162,1698;-0,01172436;
3161,9287;-0,0117071;
3161,6875;-0,01171488;
3161,4464;-0,01171451;
3161,2053;-0,01170466;
3160,9642;-0,01169519;
3160,7231;-0,01167406;
3160,4820;-0,01165412;
3160,2409;-0,01165971;
3159,9998;-0,01166378;
3159,7587;-0,01165057;
3159,5176;-0,0116438;
3159,2764;-0,01163976;
3159,0353;-0,01163806;
3158,7942;-0,01165196;
3158,5531;-0,01166013;
3158,3120;-0,01164074;
3158,0709;-0,01162403;
3157,8298;-0,01163612;
3157,5887;-0,01164067;
3157,3476;-0,01161064;
3157,1064;-0,01157684;
3156,8653;-0,0115662;
3156,6242;-0,01156226;
3156,3831;-0,01153433;
3156,1420;-0,0114922;
3155,9009;-0,01148878;
3155,6598;-0,01152061;
3155,4187;-0,01152078;
3155,1776;-0,01149146;
3154,9364;-0,01148225;
3154,6953;-0,01149358;
3154,4542;-0,01150156;
3154,2131;-0,01147579;
3153,9720;-0,01143206;
3153,7309;-0,01143446;
3153,4898;-0,01148215;
3153,2487;-0,01151905;
3153,0076;-0,01153013;
3152,7664;-0,01153062;
3152,5253;-0,01151898;
3152,2842;-0,01149081;
3152,0431;-0,01145848;
3151,8020;-0,01143665;
3151,5609;-0,01142599;
3151,3198;-0,01141477;
3151,0787;-0,01139656;
3150,8376;-0,01138195;
3150,5964;-0,0113921;
3150,3553;-0,0114193;
3150,1142;-0,01143442;
3149,8731;-0,01144268;
3149,6320;-0,01145169;
3149,3909;-0,01144281;
3149,1498;-0,01140735;
3148,9087;-0,01136579;
3148,6676;-0,01134835;
3148,4264;-0,01135463;
3148,1853;-0,01135811;
3147,9442;-0,01134476;
3147,7031;-0,01134191;
3147,4620;-0,01136252;
3147,2209;-0,01136837;
3146,9798;-0,01135198;
3146,7387;-0,01133607;
3146,4976;-0,01131843;
3146,2565;-0,01129633;
3146,0153;-0,01128595;
3145,7742;-0,0112911;
3145,5331;-0,01129138;
3145,2920;-0,01128314;
3145,0509;-0,01127203;
3144,8098;-0,01125132;
3144,5687;-0,01123435;
3144,3276;-0,01124355;
3144,0865;-0,01126414;
3143,8453;-0,01127855;
3143,6042;-0,01129209;
3143,3631;-0,0112904;
3143,1220;-0,01125371;
3142,8809;-0,01121787;
3142,6398;-0,01122481;
3142,3987;-0,0112459;
3142,1576;-0,01124495;
3141,9165;-0,01124607;
3141,6753;-0,01126551;
3141,4342;-0,01127521;
3141,1931;-0,01126093;
3140,9520;-0,01124154;
3140,7109;-0,01123325;
3140,4698;-0,01122745;
3140,2287;-0,01122434;
3139,9876;-0,01122887;
3139,7465;-0,01121469;
3139,5053;-0,01117365;
3139,2642;-0,01114019;
3139,0231;-0,01113803;
3138,7820;-0,01113986;
3138,5409;-0,01111628;
3138,2998;-0,01109993;
3138,0587;-0,01111986;
3137,8176;-0,01114684;
3137,5765;-0,01114797;
3137,3353;-0,01112207;
3137,0942;-0,01110091;
3136,8531;-0,0111046;
3136,6120;-0,01110168;
3136,3709;-0,01107537;
3136,1298;-0,01104897;
3135,8887;-0,0110213;
3135,6476;-0,01099077;
3135,4065;-0,01098347;
3135,1653;-0,01099179;
3134,9242;-0,01100262;
3134,6831;-0,01103565;
3134,4420;-0,01105445;
3134,2009;-0,01100389;
3133,9598;-0,01093112;
3133,7187;-0,01091447;
3133,4776;-0,01094176;
3133,2365;-0,01095697;
3132,9953;-0,01095053;
3132,7542;-0,01094006;
3132,5131;-0,01093603;
3132,2720;-0,01095203;
3132,0309;-0,01097907;
3131,7898;-0,01098172;
3131,5487;-0,01095693;
3131,3076;-0,01092336;
3131,0665;-0,01088527;
3130,8254;-0,01085494;
3130,5842;-0,01085252;
3130,3431;-0,01088392;
3130,1020;-0,01092489;
3129,8609;-0,01093117;
3129,6198;-0,01091256;
3129,3787;-0,01090994;
3129,1376;-0,01089947;
3128,8965;-0,0108542;
3128,6554;-0,01081509;
3128,4142;-0,01081357;
3128,1731;-0,01082389;
3127,9320;-0,01081895;
3127,6909;-0,01079639;
3127,4498;-0,0107662;
3127,2087;-0,01074574;
3126,9676;-0,01074932;
3126,7265;-0,01077067;
3126,4854;-0,01079903;
3126,2442;-0,01082904;
3126,0031;-0,01084185;
3125,7620;-0,01083932;
3125,5209;-0,01083524;
3125,2798;-0,01079996;
3125,0387;-0,01073073;
3124,7976;-0,01068206;
3124,5565;-0,01067309;
3124,3154;-0,01068043;
3124,0742;-0,0106816;
3123,8331;-0,01066128;
3123,5920;-0,01062914;
3123,3509;-0,01061339;
3123,1098;-0,0106397;
3122,8687;-0,01069617;
3122,6276;-0,01071621;
3122,3865;-0,01067634;
3122,1454;-0,01064225;
3121,9042;-0,01065264;
3121,6631;-0,01066593;
3121,4220;-0,01064785;
3121,1809;-0,0106305;
3120,9398;-0,01064144;
3120,6987;-0,01065265;
3120,4576;-0,01065122;
3120,2165;-0,01065035;
3119,9754;-0,01063623;
3119,7342;-0,01060156;
3119,4931;-0,01057493;
3119,2520;-0,01056437;
3119,0109;-0,01055561;
3118,7698;-0,01054701;
3118,5287;-0,01054463;
3118,2876;-0,01056427;
3118,0465;-0,01059324;
3117,8054;-0,01057938;
3117,5643;-0,01052323;
3117,3231;-0,01048256;
3117,0820;-0,01048003;
3116,8409;-0,01050291;
3116,5998;-0,0105313;
3116,3587;-0,0105309;
3116,1176;-0,01050034;
3115,8765;-0,01048598;
3115,6354;-0,01049531;
3115,3943;-0,01048878;
3115,1531;-0,01046047;
3114,9120;-0,01044056;
3114,6709;-0,01043985;
3114,4298;-0,010447;
3114,1887;-0,01045187;
3113,9476;-0,01043797;
3113,7065;-0,01039082;
3113,4654;-0,01033252;
3113,2243;-0,01031446;
3112,9831;-0,01034615;
3112,7420;-0,01037286;
3112,5009;-0,01036395;
3112,2598;-0,01034748;
3112,0187;-0,01034076;
3111,7776;-0,01033273;
3111,5365;-0,01032416;
3111,2954;-0,01032633;
3111,0543;-0,01034399;
3110,8131;-0,01036635;
3110,5720;-0,01036185;
3110,3309;-0,01032044;
3110,0898;-0,01028554;
3109,8487;-0,0102868;
3109,6076;-0,01029756;
3109,3665;-0,01029117;
3109,1254;-0,01026636;
3108,8843;-0,01023681;
3108,6431;-0,01023447;
3108,4020;-0,01024748;
3108,1609;-0,01024312;
3107,9198;-0,01023609;
3107,6787;-0,01024258;
3107,4376;-0,01025618;
3107,1965;-0,0102582;
3106,9554;-0,01023364;
3106,7143;-0,01020177;
3106,4731;-0,01017898;
3106,2320;-0,01015861;
3105,9909;-0,01014587;
3105,7498;-0,01015742;
3105,5087;-0,01018227;
3105,2676;-0,01019166;
3105,0265;-0,01017925;
3104,7854;-0,01016368;
3104,5443;-0,01016497;
3104,3031;-0,01016346;
3104,0620;-0,01013614;
3103,8209;-0,01011757;
3103,5798;-0,01012844;
3103,3387;-0,0101413;
3103,0976;-0,01013974;
3102,8565;-0,01012105;
3102,6154;-0,0100903;
3102,3743;-0,01006906;
3102,1332;-0,01006724;
3101,8920;-0,01007252;
3101,6509;-0,0100816;
3101,4098;-0,01009382;
3101,1687;-0,01009602;
3100,9276;-0,01008611;
3100,6865;-0,01006149;
3100,4454;-0,01002717;
3100,2043;-0,01001322;
3099,9632;-0,01001558;
3099,7220;-0,0100048;
3099,4809;-0,009993812;
3099,2398;-0,01000111;
3098,9987;-0,01001287;
3098,7576;-0,01001332;
3098,5165;-0,009996032;
3098,2754;-0,009962203;
3098,0343;-0,009922786;
3097,7932;-0,00990217;
3097,5520;-0,009915677;
3097,3109;-0,009941595;
3097,0698;-0,009952374;
3096,8287;-0,009948792;
3096,5876;-0,009944225;
3096,3465;-0,00993337;
3096,1054;-0,009915389;
3095,8643;-0,009917259;
3095,6232;-0,009934321;
3095,3820;-0,009931989;
3095,1409;-0,00991174;
3094,8998;-0,009900561;
3094,6587;-0,00990247;
3094,4176;-0,00989002;
3094,1765;-0,00984963;
3093,9354;-0,009821016;
3093,6943;-0,009835235;
3093,4532;-0,009857029;
3093,2120;-0,009865342;
3092,9709;-0,009878696;
3092,7298;-0,009884566;
3092,4887;-0,009870014;
3092,2476;-0,009852264;
3092,0065;-0,009827385;
3091,7654;-0,009794904;
3091,5243;-0,009774651;
3091,2832;-0,009757538;
3091,0420;-0,009746261;
3090,8009;-0,00976788;
3090,5598;-0,00979802;
3090,3187;-0,009807803;
3090,0776;-0,009805636;
3089,8365;-0,009788093;
3089,5954;-0,009765664;
3089,3543;-0,009751616;
3089,1132;-0,009737447;
3088,8721;-0,009732876;
3088,6309;-0,009748949;
3088,3898;-0,009779258;
3088,1487;-0,009799282;
3087,9076;-0,009780878;
3087,6665;-0,009741169;
3087,4254;-0,009723995;
3087,1843;-0,009737472;
3086,9432;-0,009752578;
3086,7021;-0,009746007;
3086,4609;-0,009722104;
3086,2198;-0,009708338;
3085,9787;-0,009705683;
3085,7376;-0,009682771;
3085,4965;-0,009659057;
3085,2554;-0,009660893;
3085,0143;-0,00966307;
3084,7732;-0,009657846;
3084,5321;-0,009652048;
3084,2909;-0,009640099;
3084,0498;-0,009625991;
3083,8087;-0,009626747;
3083,5676;-0,009639617;
3083,3265;-0,009634711;
3083,0854;-0,009614297;
3082,8443;-0,009599481;
3082,6032;-0,009584214;
3082,3621;-0,009570519;
3082,1209;-0,009563844;
3081,8798;-0,009556713;
3081,6387;-0,009551076;
3081,3976;-0,009542134;
3081,1565;-0,009522611;
3080,9154;-0,009511426;
3080,6743;-0,009527992;
3080,4332;-0,009558434;
3080,1921;-0,009565193;
3079,9509;-0,009539397;
3079,7098;-0,009522261;
3079,4687;-0,009532645;
3079,2276;-0,009539703;
3078,9865;-0,009533452;
3078,7454;-0,009527881;
3078,5043;-0,009507973;
3078,2632;-0,009475261;
3078,0221;-0,009464671;
3077,7809;-0,00947232;
3077,5398;-0,00947729;
3077,2987;-0,009490844;
3077,0576;-0,009515061;
3076,8165;-0,009537359;
3076,5754;-0,009549865;
3076,3343;-0,009537354;
3076,0932;-0,009503468;
3075,8521;-0,009470006;
3075,6109;-0,009448387;
3075,3698;-0,009456474;
3075,1287;-0,009486731;
3074,8876;-0,009500146;
3074,6465;-0,009484723;
3074,4054;-0,009461388;
3074,1643;-0,009454027;
3073,9232;-0,009458703;
3073,6821;-0,009451151;
3073,4410;-0,00942713;
3073,1998;-0,009399012;
3072,9587;-0,00937453;
3072,7176;-0,009357779;
3072,4765;-0,009345826;
3072,2354;-0,009319453;
3071,9943;-0,009285002;
3071,7532;-0,009286569;
3071,5121;-0,009331519;
3071,2710;-0,009376289;
3071,0298;-0,00938297;
3070,7887;-0,00935054;
3070,5476;-0,009319698;
3070,3065;-0,009319268;
3070,0654;-0,009319913;
3069,8243;-0,009312079;
3069,5832;-0,009310273;
3069,3421;-0,009293957;
3069,1010;-0,009268211;
3068,8598;-0,009267332;
3068,6187;-0,009284796;
3068,3776;-0,009297727;
3068,1365;-0,009310613;
3067,8954;-0,009321431;
3067,6543;-0,009307692;
3067,4132;-0,009285638;
3067,1721;-0,009284759;
3066,9310;-0,009283878;
3066,6898;-0,009263257;
3066,4487;-0,009238826;
3066,2076;-0,00921027;
3065,9665;-0,009175155;
3065,7254;-0,009165039;
3065,4843;-0,0091886;
3065,2432;-0,009220226;
3065,0021;-0,009239562;
3064,7610;-0,009245439;
3064,5198;-0,009250944;
3064,2787;-0,009252101;
3064,0376;-0,00923905;
3063,7965;-0,009219193;
3063,5554;-0,009204195;
3063,3143;-0,009210702;
3063,0732;-0,009230914;
3062,8321;-0,009231606;
3062,5910;-0,009212513;
3062,3498;-0,009199636;
3062,1087;-0,009207041;
3061,8676;-0,009222724;
3061,6265;-0,009222101;
3061,3854;-0,009205978;
3061,1443;-0,009193143;
3060,9032;-0,009185649;
3060,6621;-0,009172171;
3060,4210;-0,00916438;
3060,1799;-0,009183612;
3059,9387;-0,00920397;
3059,6976;-0,009188833;
3059,4565;-0,009138967;
3059,2154;-0,009080723;
3058,9743;-0,009050045;
3058,7332;-0,009051129;
3058,4921;-0,009061463;
3058,2510;-0,009068422;
3058,0099;-0,00908247;
3057,7687;-0,009114293;
3057,5276;-0,009140197;
3057,2865;-0,009144247;
3057,0454;-0,009144883;
3056,8043;-0,00914399;
3056,5632;-0,009116384;
3056,3221;-0,009067295;
3056,0810;-0,009040465;
3055,8399;-0,009063751;
3055,5987;-0,009123806;
3055,3576;-0,009160952;
3055,1165;-0,009134691;
3054,8754;-0,009087851;
3054,6343;-0,009085306;
3054,3932;-0,009124657;
3054,1521;-0,00914048;
3053,9110;-0,009104786;
3053,6699;-0,009066017;
3053,4287;-0,009058425;
3053,1876;-0,009041844;
3052,9465;-0,008998216;
3052,7054;-0,008982414;
3052,4643;-0,009004122;
3052,2232;-0,009018846;
3051,9821;-0,009017063;
3051,7410;-0,009012666;
3051,4999;-0,009009652;
3051,2587;-0,009010843;
3051,0176;-0,009029357;
3050,7765;-0,009062538;
3050,5354;-0,009078426;
3050,2943;-0,009047911;
3050,0532;-0,008987941;
3049,8121;-0,0089479;
3049,5710;-0,008947559;
3049,3299;-0,008980064;
3049,0887;-0,00902551;
3048,8476;-0,00903953;
3048,6065;-0,009002269;
3048,3654;-0,008951858;
3048,1243;-0,008938717;
3047,8832;-0,008963525;
3047,6421;-0,008976746;
3047,4010;-0,008962853;
3047,1599;-0,008967024;
3046,9188;-0,008999065;
3046,6776;-0,009010583;
3046,4365;-0,008984948;
3046,1954;-0,008942872;
3045,9543;-0,00889623;
3045,7132;-0,008867923;
3045,4721;-0,008881312;
3045,2310;-0,008907075;
3044,9899;-0,008903919;
3044,7488;-0,008890948;
3044,5076;-0,00889399;
3044,2665;-0,008896234;
3044,0254;-0,008889565;
3043,7843;-0,008883319;
3043,5432;-0,008868989;
3043,3021;-0,00884152;
3043,0610;-0,008821939;
3042,8199;-0,008828826;
3042,5788;-0,008851394;
3042,3376;-0,008857869;
3042,0965;-0,008833689;
3041,8554;-0,008800072;
3041,6143;-0,008782735;
3041,3732;-0,008786725;
3041,1321;-0,008803248;
3040,8910;-0,008823069;
3040,6499;-0,0088425;
3040,4088;-0,008849864;
3040,1676;-0,008831318;
3039,9265;-0,008797066;
3039,6854;-0,008772252;
3039,4443;-0,008766963;
3039,2032;-0,008776699;
3038,9621;-0,008790202;
3038,7210;-0,008801972;
3038,4799;-0,008823903;
3038,2388;-0,00885016;
3037,9976;-0,008858564;
3037,7565;-0,008855371;
3037,5154;-0,008850183;
3037,2743;-0,008834568;
3037,0332;-0,008807501;
3036,7921;-0,008778761;
3036,5510;-0,008758154;
3036,3099;-0,008760884;
3036,0688;-0,008794954;
3035,8276;-0,00883526;
3035,5865;-0,008844381;
3035,3454;-0,008824577;
3035,1043;-0,008808153;
3034,8632;-0,008810483;
3034,6221;-0,008811211;
3034,3810;-0,008782722;
3034,1399;-0,008747146;
3033,8988;-0,008748272;
3033,6576;-0,008771963;
3033,4165;-0,008778451;
3033,1754;-0,008766687;
3032,9343;-0,008758169;
3032,6932;-0,008750078;
3032,4521;-0,008730002;
3032,2110;-0,008705786;
3031,9699;-0,008687449;
3031,7288;-0,008682853;
3031,4877;-0,008685088;
3031,2465;-0,008674005;
3031,0054;-0,008654929;
3030,7643;-0,008648707;
3030,5232;-0,008667831;
3030,2821;-0,008693233;
3030,0410;-0,008697664;
3029,7999;-0,008699519;
3029,5588;-0,008711651;
3029,3177;-0,008706368;
3029,0765;-0,008684832;
3028,8354;-0,008665899;
3028,5943;-0,00863759;
3028,3532;-0,008605456;
3028,1121;-0,00860588;
3027,8710;-0,008643484;
3027,6299;-0,008671129;
3027,3888;-0,008649288;
3027,1477;-0,008613938;
3026,9065;-0,008622617;
3026,6654;-0,008654354;
3026,4243;-0,008662947;
3026,1832;-0,008656327;
3025,9421;-0,008647788;
3025,7010;-0,008636008;
3025,4599;-0,00864115;
3025,2188;-0,008653331;
3024,9777;-0,008627206;
3024,7365;-0,008571081;
3024,4954;-0,008532175;
3024,2543;-0,008534646;
3024,0132;-0,008572099;
3023,7721;-0,008608578;
3023,5310;-0,008617607;
3023,2899;-0,008604429;
3023,0488;-0,008593462;
3022,8077;-0,008605337;
3022,5665;-0,008612801;
3022,3254;-0,008593118;
3022,0843;-0,008572383;
3021,8432;-0,008564152;
3021,6021;-0,008565547;
3021,3610;-0,008571945;
3021,1199;-0,008577079;
3020,8788;-0,008576231;
3020,6377;-0,008560859;
3020,3965;-0,008546146;
3020,1554;-0,008550033;
3019,9143;-0,008558203;
3019,6732;-0,008539633;
3019,4321;-0,008485177;
3019,1910;-0,008438902;
3018,9499;-0,008447226;
3018,7088;-0,008484254;
3018,4677;-0,008493636;
3018,2266;-0,008486507;
3017,9854;-0,008504157;
3017,7443;-0,008545039;
3017,5032;-0,008593259;
3017,2621;-0,008617597;
3017,0210;-0,008599367;
3016,7799;-0,008573996;
3016,5388;-0,008559058;
3016,2977;-0,008538811;
3016,0566;-0,008527192;
3015,8154;-0,008536229;
3015,5743;-0,008546734;
3015,3332;-0,008546088;
3015,0921;-0,008530782;
3014,8510;-0,008506199;
3014,6099;-0,008493304;
3014,3688;-0,008502053;
3014,1277;-0,008528059;
3013,8866;-0,008564686;
3013,6454;-0,008588767;
3013,4043;-0,008574865;
3013,1632;-0,008537427;
3012,9221;-0,008523166;
3012,6810;-0,008556601;
3012,4399;-0,008608293;
3012,1988;-0,00863285;
3011,9577;-0,008613203;
3011,7166;-0,008577027;
3011,4754;-0,008576383;
3011,2343;-0,008619609;
3010,9932;-0,008666286;
3010,7521;-0,008686317;
3010,5110;-0,008676016;
3010,2699;-0,008642718;
3010,0288;-0,008603185;
3009,7877;-0,008601554;
3009,5466;-0,008640089;
3009,3054;-0,008660522;
3009,0643;-0,008670565;
3008,8232;-0,008709654;
3008,5821;-0,008747522;
3008,3410;-0,008751512;
3008,0999;-0,008747851;
3007,8588;-0,008764845;
3007,6177;-0,008787982;
3007,3766;-0,008807385;
3007,1354;-0,008828124;
3006,8943;-0,008828098;
3006,6532;-0,008807974;
3006,4121;-0,008804006;
3006,1710;-0,008817246;
3005,9299;-0,008826453;
3005,6888;-0,008835793;
3005,4477;-0,008853485;
3005,2066;-0,008867683;
3004,9654;-0,008866695;
3004,7243;-0,008856839;
3004,4832;-0,008840407;
3004,2421;-0,008807421;
3004,0010;-0,008750051;
3003,7599;-0,008676315;
3003,5188;-0,008635608;
3003,2777;-0,008660833;
3003,0366;-0,008697871;
3002,7955;-0,008695532;
3002,5543;-0,008680252;
3002,3132;-0,008671174;
3002,0721;-0,008644756;
3001,8310;-0,008604438;
3001,5899;-0,008593608;
3001,3488;-0,008617911;
3001,1077;-0,008618847;
3000,8666;-0,008579921;
3000,6255;-0,008559589;
3000,3843;-0,008570258;
3000,1432;-0,008561168;
2999,9021;-0,008523449;
2999,6610;-0,008503955;
2999,4199;-0,008520043;
2999,1788;-0,008543003;
2998,9377;-0,008548239;
2998,6966;-0,008520047;
2998,4555;-0,008469809;
2998,2143;-0,008443155;
2997,9732;-0,008457674;
2997,7321;-0,008487919;
2997,4910;-0,008516492;
2997,2499;-0,008540913;
2997,0088;-0,008556081;
2996,7677;-0,0085692;
2996,5266;-0,008574205;
2996,2855;-0,008546412;
2996,0443;-0,008508635;
2995,8032;-0,008497045;
2995,5621;-0,008504;
2995,3210;-0,008516604;
2995,0799;-0,00852567;
2994,8388;-0,00851804;
2994,5977;-0,008496695;
2994,3566;-0,008492447;
2994,1155;-0,008521989;
2993,8743;-0,008545924;
2993,6332;-0,008540235;
2993,3921;-0,008532561;
2993,1510;-0,008527974;
2992,9099;-0,008520465;
2992,6688;-0,008519574;
2992,4277;-0,008510584;
2992,1866;-0,008491694;
2991,9455;-0,008483534;
2991,7043;-0,008475527;
2991,4632;-0,008459245;
2991,2221;-0,008462535;
2990,9810;-0,008493777;
2990,7399;-0,008500367;
2990,4988;-0,008462648;
2990,2577;-0,00844305;
2990,0166;-0,008453786;
2989,7755;-0,008444313;
2989,5344;-0,008427219;
2989,2932;-0,008445109;
2989,0521;-0,00847962;
2988,8110;-0,008495662;
2988,5699;-0,008495444;
2988,3288;-0,008480968;
2988,0877;-0,008441331;
2987,8466;-0,008394388;
2987,6055;-0,00838259;
2987,3644;-0,008407146;
2987,1232;-0,008423785;
2986,8821;-0,008423442;
2986,6410;-0,008429856;
2986,3999;-0,008434313;
2986,1588;-0,008424064;
2985,9177;-0,008414223;
2985,6766;-0,008402303;
2985,4355;-0,008389677;
2985,1944;-0,008397613;
2984,9532;-0,008410795;
2984,7121;-0,00842357;
2984,4710;-0,008454451;
2984,2299;-0,008477479;
2983,9888;-0,008473899;
2983,7477;-0,008456877;
2983,5066;-0,008434111;
2983,2655;-0,008413349;
2983,0244;-0,008394834;
2982,7832;-0,008380952;
2982,5421;-0,008374832;
2982,3010;-0,00836693;
2982,0599;-0,008361327;
2981,8188;-0,008364683;
2981,5777;-0,008380862;
2981,3366;-0,008416641;
2981,0955;-0,008461724;
2980,8544;-0,008500753;
2980,6132;-0,008516803;
2980,3721;-0,008497613;
2980,1310;-0,008465845;
2979,8899;-0,008450472;
2979,6488;-0,008453982;
2979,4077;-0,008472127;
2979,1666;-0,008501042;
2978,9255;-0,008528823;
2978,6844;-0,008545194;
2978,4432;-0,008547422;
2978,2021;-0,008540042;
2977,9610;-0,008528497;
2977,7199;-0,008515324;
2977,4788;-0,008516647;
2977,2377;-0,008524101;
2976,9966;-0,008513018;
2976,7555;-0,008513311;
2976,5144;-0,008542396;
2976,2732;-0,008565305;
2976,0321;-0,008567;
2975,7910;-0,008560512;
2975,5499;-0,008547036;
2975,3088;-0,008516951;
2975,0677;-0,008496951;
2974,8266;-0,008518139;
2974,5855;-0,008551477;
2974,3444;-0,008573256;
2974,1033;-0,008591;
2973,8621;-0,008583365;
2973,6210;-0,008555021;
2973,3799;-0,008548474;
2973,1388;-0,00854726;
2972,8977;-0,008528676;
2972,6566;-0,008515982;
2972,4155;-0,00851978;
2972,1744;-0,00853546;
2971,9333;-0,008552859;
2971,6921;-0,00856315;
